,Estado,FechasFechaPublicacion,Nombre,CompradorNombreOrganismo,CompradorCodigoOrganismo,AdjudicacionUrlActa,CodigoExterno
1575,Adjudicada,2016-11-21T17:16:07.633,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=J3OUkzhBlYc+bIMANuDXwCbKuzUFNV2wMRvnqhgU2Eo=,2207-384-L116
1576,Desierta o art 3 o 9 Ley 19 886,2016-11-28T16:26:34.983,INSUMOS SALUD MENTAL,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=w3ZuknVGyZ3/dAt4oGQFyvowxWE/0Cbq1rM+KgL9Gsc=,2207-386-L116
2851,Desierta o art 3 o 9 Ley 19 886,2016-11-21T13:19:00,PARAFINA SOLIDA Y ACIDO ESTEARICO,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=sUBaxVwkH9uk5vJun93Fj6nCLzb0WWaMvE1DxBOemjk=,2961-1023-L116
2001,Desierta o art 3 o 9 Ley 19 886,2016-11-11T12:16:31.057,INSUMOS MEDICOS,ILUSTRE MUNICIPALIDAD DE RANCAGUA,87167,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=CIakYngKFEH6I08g+C0VI9XKd2qzynv/AO98FM/QtnY=,2401-463-L116
2006,Desierta o art 3 o 9 Ley 19 886,2016-11-21T13:19:42.29,INSUMOS MEDICOS,ILUSTRE MUNICIPALIDAD DE RANCAGUA,87167,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iEieXBBFDKCtfes5Xx45QEdKquvG/wnPLxqCrVtNWOk=,2401-472-L116
3558,Desierta o art 3 o 9 Ley 19 886,2016-11-21T14:03:19.66,SEGUROS EDIFICIO Y CONTENIDO JARDINES VTF LAJA,Ilustre Municipalidad de Laja,116405,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=PS9YBt8PX2FZl/QWN3WRVwWQhrgjzu+XGlQuBBVRKRw=,3736-97-L116
2918,Desierta o art 3 o 9 Ley 19 886,2016-11-21T14:22:18,Prismaticos binoculares y parlante amplificador portable DIDECO TURISMO,Ilustre Municipalidad de Monte Patria,112924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=e3ABSFSwk26KcaThZHdwtYTRCHls9riRkZejid/v260=,3000-117-L116
4336,Desierta o art 3 o 9 Ley 19 886,2016-11-21T14:55:00,CONTRATACION DEL SERVICIO DE HABILITACION Y MANTEN,MINISTERIO DE VIVIENDA Y URBANISMO,6951,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Y+liluY55Fjtk6BzeKXoPl8zwK9Uvk9ieGpO7l67zJM=,4597-6-L116
3745,Desierta o art 3 o 9 Ley 19 886,2016-11-21T15:05:13.72,SERV ALIMENT MESA COORDINACION U O N 1 Y 19,Ilustre Municipalidad de Freire,118089,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iZLBazfGx1ZOpXGHZyaceEqegfMS3DFq1NuUYNFdoJI=,3890-312-L116
3557,Desierta o art 3 o 9 Ley 19 886,2016-11-21T15:34:29.34,ADQUISICION DE VESTUARIO Y CALZADO JARDINES VTF,Ilustre Municipalidad de Laja,116405,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=m1hX1BUwkoC7QF54odFfvvPOc1SY/PH1VIen/d2LlT4=,3736-95-LE16
2378,Desierta o art 3 o 9 Ley 19 886,2016-11-21T16:08:47.157,ADQUISICION MAQUINAS DE RAYOS X,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ZBD29RjyTweWd1Cp8/zq9cfcu2t2t13/u7FrbGFxEqU=,2562-33-LQ16
2379,Desierta o art 3 o 9 Ley 19 886,2016-11-21T18:16:00,ADQUISICION MAQUINAS DE RAYOS X,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+UhJt+xSiJcG+YBbONquEoD9tb38bPPVG77T3ZxOEjg=,2562-34-LQ16
2030,Desierta o art 3 o 9 Ley 19 886,2016-11-21T16:12:29.38,Adquisicion de Containers para Dependencias Santa Fe,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4qh4B00QF4WLcK7rIpeTNgTDDsSK1IGoBGNyllcRWvk=,2408-1096-LE16
296,Desierta o art 3 o 9 Ley 19 886,2016-11-21T16:38:44.82,CONSULTAS DE ESPECIALIDAD MEDICA PARA EL SERVICIO SALUD OSORNO,Servicio de Salud Osorno,7296,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=mlTp1B82lCbES/Q4e/ufflvUAtjUU5jrPj6pS/NeNQU=,1524-118-LE16
4690,Adjudicada,2016-11-16T12:34:30.193,INSUMOS PARA CASA ADULTO MAYOR,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=DC+G644ZvawrQXoxV1EkhxdkYVzMWDKEV4Z1yJC1G9w=,5215-718-L116
4691,Desierta o art 3 o 9 Ley 19 886,2016-11-21T16:42:26.63,INSUMOS PARA CASA ADULTO MAYOR,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Opbu/WFFnJDZ2sJZyxNmzz0153171Ofikw/UQ0PKFVI=,5215-725-L116
1566,Desierta o art 3 o 9 Ley 19 886,2016-11-21T11:08:03.467,INSUMOS CARDIOVASCULAR,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=EUVzTlXH2InYMIXCwbjkmqhllALcp00Q/iTMOQpUTKY=,2207-375-L116
1567,Desierta o art 3 o 9 Ley 19 886,2016-11-21T11:34:59.193,INSUMOS CARDIOVASCULAR,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=E3ntm6rtVOgN2q1dw94g7c5SylJ8JOGemNzeQq9cjhk=,2207-376-L116
1568,Desierta o art 3 o 9 Ley 19 886,2016-11-21T12:12:02.457,INSUMOS CARDIOVASCULAR,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=iEO3+QYxQm/rEMQ/08uq6rKqF+ph+Ve9FijEzhwNEUE=,2207-377-L116
1573,Adjudicada,2016-11-21T16:33:22.413,INSUMOS CARDIOVASCULAR,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5N2oRyIo6CatrQavxyecGF+8cvJwwz4lQrZ1tTb6soQ=,2207-382-L116
1574,Desierta o art 3 o 9 Ley 19 886,2016-11-21T17:00:22.837,INSUMOS CARDIOVASCULAR,Hospital Pichilemu,7436,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0JMqECqntv3SVEi0X23DweLeaMFmkT1uRo3JEXniyWw=,2207-383-L116
2498,Desierta o art 3 o 9 Ley 19 886,2016-11-21T17:17:15.547,Materiales para Rep de Muralla en Multicancha,ILUSTRE MUNICIPALIDAD DE MELIPILLA,98901,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=IeiFmMUunobiW3SQSh7DutvxiPxiBocCue968r9eaNI=,2674-285-L116
2602,Desierta o art 3 o 9 Ley 19 886,2016-11-21T17:24:21.707,ADQUISICION DE IMPLEMENTOS DEPORTIVOS USO ESCUELA MANDATARIO EDUARDO FREI MONTALVA,MUNICIPALIDAD DE PENAFLOR,100137,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=I1lYlzQKtWUJBzNlzEsxIIJOnOlYqKueN3xDXgSkCXk=,2733-403-L116
4843,Desierta o art 3 o 9 Ley 19 886,2016-11-21T17:49:23.247,PROVISION DE REPUESTOS PARA CLIMATIZACION,Senado de la Republica de Chile,174692,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=D9U8apzdy1KvMKP8PacJxsySXUXuzLwiGjEkmuspQmQ=,5509-14-LE16
3949,Desierta o art 3 o 9 Ley 19 886,2016-11-21T17:59:28.263,C S SERV ALIMENTACION ESTABLECIMIENTOS 2017,Ilustre Municipalidad de Lonquimay,119994,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=uAbRDLzphvANzd6NU90gTC+qAxrlcajaAyIZ4aVjpSY=,4057-25-LE16
2378,Desierta o art 3 o 9 Ley 19 886,2016-11-21T16:08:47.157,ADQUISICION MAQUINAS DE RAYOS X,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ZBD29RjyTweWd1Cp8/zq9cfcu2t2t13/u7FrbGFxEqU=,2562-33-LQ16
2379,Desierta o art 3 o 9 Ley 19 886,2016-11-21T18:16:00,ADQUISICION MAQUINAS DE RAYOS X,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+UhJt+xSiJcG+YBbONquEoD9tb38bPPVG77T3ZxOEjg=,2562-34-LQ16
867,Desierta o art 3 o 9 Ley 19 886,2016-11-21T18:41:00,REALIZACION CIRUGIAS DE PROSTATA FUERA DEL HORARIO,Hospital Guillermo Grant Benavente,7324,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AGj+5OA4phC5v7oscGUu3q9tjr7WghGFmb+Vk7A8IhY=,1667-128-LQ16
4769,Desierta o art 3 o 9 Ley 19 886,2016-11-21T18:43:19.153,MEDICAMENTO FARMACIA MUNICIPAL MEMO 68,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=SUEl/N2grZZBJHlpBBuBy9t6tXeABwX5pD4bcWuXrjk=,5347-145-L116
4766,Desierta o art 3 o 9 Ley 19 886,2016-11-21T19:08:43.48,MEDICAMENTO FARMACIA MUNICIPAL MEMO 63,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rIlZ+iVkzp4qN9aRV3zrBL2Dj+xoochpgCEFWEIvPfs=,5347-140-L116
4772,Desierta o art 3 o 9 Ley 19 886,2016-11-21T19:17:53.267,MEDICAMENTO FARMACIA MUNICIPAL MEMO 73,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yHctqDLy4IGtu8t8+s1dDYkaq/vXBJUt/PQyPPcWOMY=,5347-150-L116
4771,Desierta o art 3 o 9 Ley 19 886,2016-11-21T19:33:24.013,MEDICAMENTO FARMACIA MUNICIPAL MEMO 70,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=heyhquVStkcgIWTjpcg7YACthj5jG+xZKr4LUOowooE=,5347-147-L116
4770,Desierta o art 3 o 9 Ley 19 886,2016-11-21T19:38:29.383,MEDICAMENTO FARMACIA MUNICIPAL MEMO 69,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=WXhBblxLNnPZ1sNccwJVF24J+eHtABdlnlFVfCf/SMo=,5347-146-L116
4762,Desierta o art 3 o 9 Ley 19 886,2016-11-21T19:42:54.167,MEDICAMENTO FARMACIA MUNICIPAL MEMO 56,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=OexzCZLsTR6P8kH3iGrcld9YW0E1UW4sfzHTZ2WS6oM=,5347-133-L116
4773,Desierta o art 3 o 9 Ley 19 886,2016-11-21T20:00:04.65,MEDICAMENTO FARMACIA MUNICIPAL MEMO 77,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=qezlYXN+D/38vS6MsJrfRBYsBN7onAQmzX3rbTX2zZc=,5347-154-L116
3971,Desierta o art 3 o 9 Ley 19 886,2016-11-21T23:25:26.323,ADQUISICION DE ARTICULOS DE MADERA,ILUSTRE MUNICIPALIDAD DE MAULLIN,120791,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=mHsoID4PQ/RCBlnUsDXi7Hk4KK5c/HS7DOV7qXdPong=,4086-201-L116
4580,Desierta o art 3 o 9 Ley 19 886,2016-11-22T08:07:58.087,Mantenimiento de Ascensores y Puertas Automaticas HCM,Hospital Dr Lautaro Navarro Avaria,7297,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/EODLyr0wu9YISd/8knhuh7qTsiasmDZF1n5f+oPzi8=,5074-131-LE16
4768,Desierta o art 3 o 9 Ley 19 886,2016-11-22T08:46:31.707,MEDICAMENTO FARMACIA MUNICIPAL MEMO 65,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kvro3iiN92GJpi0Eo+mZsyeBUb6LFmyWs8BWxzGbc0w=,5347-142-L116
4767,Desierta o art 3 o 9 Ley 19 886,2016-11-22T08:53:31.447,MEDICAMENTO FARMACIA MUNICIPAL MEMO 64,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=FH8doqFw1kToDRfUTkPmYKCQGvl7I8BptWirBYPw2iI=,5347-141-L116
4759,Desierta o art 3 o 9 Ley 19 886,2016-11-22T09:07:21.067,MEDICAMENTO FARMACIA MUNICIPAL MEMO 52,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cpcIw23CDhUP58M3xlNUvBMoPIkD6xGJt2Lu9d12hLs=,5347-129-L116
4763,Desierta o art 3 o 9 Ley 19 886,2016-11-22T09:14:17.62,MEDICAMENTO FARMACIA MUNICIPAL MEMO 59,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=b58fEDhJEgbaTWpKfqSg/UH6TB5kuCQBvefhqbYVUUs=,5347-136-L116
2837,Desierta o art 3 o 9 Ley 19 886,2016-11-22T09:15:35.333,BUZOS ANTIEXPOSICION,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=MypS7xoiZPXfK8DI7XVSEdgaHJCIHpuzfzYkLU9HZ8E=,2945-103-LQ16
4764,Desierta o art 3 o 9 Ley 19 886,2016-11-22T09:23:29.463,MEDICAMENTO FARMACIA MUNICIPAL MEMO 60,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=qIhO5W4lezwZCiAg1ZQGrFje/9PbsE/qiD1aJnd9H9c=,5347-137-L116
4760,Desierta o art 3 o 9 Ley 19 886,2016-11-22T09:51:57.967,MEDICAMENTO FARMACIA MUNICIPAL MEMO 53,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=etWCnJHK31FTBPMacVt5eyz9PfzdVWCryHh3SCoZc60=,5347-130-L116
2853,Desierta o art 3 o 9 Ley 19 886,2016-11-22T10:28:32.543,TRAJES DE BANO Y TOALLAS,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=gosYt7OP+epNU9I6BuTKpL+t6PoAKe0QsETxNlZDofk=,2961-1029-L116
2858,Desierta o art 3 o 9 Ley 19 886,2016-11-30T13:14:33.77,TRAJES DE BANO Y TOALLAS,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NHz7gR/r0FiZ70KD2zvxKFeLVRD3QKD25C+G6rILcpg=,2961-1067-L116
4761,Desierta o art 3 o 9 Ley 19 886,2016-11-22T10:44:48.58,MEDICAMENTO FARMACIA MUNICIPAL MEMO 54,ILUSTRE MUNICIPALIDAD DE ARICA,86624,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=RwoOGKhiC0NUdnL4qFhxDkoons9AwWH2rY5TZhPabg0=,5347-131-L116
621,Desierta o art 3 o 9 Ley 19 886,2016-11-22T11:27:02.55,INSUMOS PARA EQUIPO CROMATOGRAFO DE GAS DEL LAB Q,Servicio Nacional de Geologia y Mineria,7210,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Xw7KxL8eVV+tI0bV+JWb2ArGRVKwn0DDvFSLiqRVE0U=,1562-110-LE16
3784,Desierta o art 3 o 9 Ley 19 886,2016-11-22T11:53:06,COMPRA DE EQUIPAMIENTO PROGRAMA HABITABILIDAD,Ilustre Municipalidad de Paihuano,118075,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=my7e91EzluE4AcZ4pbvm5TsqVhytzD8PsuIA4Enga0g=,3913-12-LE16
2390,Desierta o art 3 o 9 Ley 19 886,2016-11-22T11:56:01.51,SEGUROS BIENES INMUEBLES OBRAS DE ARTE Y OTROS,MUNICIPALIDAD DE SANTIAGO,86568,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=6TMyigmHtddZ/oF+9wbMHADHQmROAgkEkuMxKIB+mMc=,2582-112-LQ16
3445,Desierta o art 3 o 9 Ley 19 886,2016-11-22T14:46:31.303,Plan anual 2017 Citostaticos 1 Bco Drogas,Instituto Nacional del Cancer,7276,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UgvAEQyce4aFokTMxvHJm6m03MvLj38HIgpFE+pgMWM=,359-180-LQ16
208,Desierta o art 3 o 9 Ley 19 886,2016-11-22T15:01:18.593,C R S AFTA SERVICIO DE SALA CUNA PARA FUNCIONARI,Gendarmeria de Chile,6925,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yUejQOtew6r2yfv9v1an/rs3AK8M0kNefQ6txmI47LU=,1410-107-L116
5234,Desierta o art 3 o 9 Ley 19 886,2016-11-11T14:00:05.137,ADQUISICION DE PASAJES TERRESTRES BASE IM TUMBES,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=yd1HW5LBm2jbNQALtv9PWox/fuWl12uh+2Bq9gJmY40=,763003-26-L116
5237,Desierta o art 3 o 9 Ley 19 886,2016-11-22T15:02:00,ADQUISICION DE PASAJES TERRESTRES BASE IM TUMBES,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Qo5uKNfoszZpKEIzRTttkF9LaoULnJV4BGlWPKECdZM=,763003-29-E216
3994,Desierta o art 3 o 9 Ley 19 886,2016-11-22T15:18:45.347,CONVENIO DE SUMINISTRO MEDICAMENTOS PARA EL CONSULTORIO EXTERNO,Servicio de Salud Valdivia,7106,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rmyTHyZKNrf8OHmzcszDG0ax150cOhwVjqMgh7sSR2I=,4149-41-LP16
3965,Desierta o art 3 o 9 Ley 19 886,2016-11-22T15:19:30.75,DULCES BEBIDAS Y PAN DE PASCUA CELEBRACION NAVIDA,Ilustre Municipalidad de Longavi,120788,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ig2VDi8BDLELeGRaAL0HCaFpDCzvBs0yMDcCdwCWMaM=,4085-76-L116
4236,Adjudicada,2016-11-17T12:14:26.407,EQUIPOS PARA SALA DE REHABILITACION,Ilustre Municipalidad de Hualqui,140867,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dqPsLmFeswmzyqvPOh4dnDHt5eRH7dWLhCp/jmJEJOo=,4457-105-L116
4238,Desierta o art 3 o 9 Ley 19 886,2016-11-22T15:38:34.407,EQUIPOS PARA SALA DE REHABILITACION,Ilustre Municipalidad de Hualqui,140867,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=efscpWZ1Xu0kSV1D4g4wATXzNgFSmPJn0n/Yvc1gxr4=,4457-107-L116
2236,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:35:17.407,ADQUISICION DE INSUMOS PARA TALLER DE REPOSTERIA,ILUSTRE MUNICIPALIDAD DE LA SERENA,87976,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fRmxWNHUw/w+zHomyWwgvSlIWPUg68UHrNNFfPSkhZM=,2450-892-L116
3478,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:41:34.557,INSUMOS PARA LA EJECUCION DEL PROYECTO FODEC,Ilustre Municipalidad de O Higgins,115463,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=APKfdXkwSSSV1Mso89Cw1ao15Zy+myO6+iZROSCcj2I=,3622-55-LE16
1669,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:46:00,MAT EDUCATIVO CASA EFICIENTE DECRETO 2000 3090mm,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=+B2E6iOldFltx64l3CL+QkurfyJcEsYWN1DchnC6JWA=,2273-1123-L116
2476,Desierta o art 3 o 9 Ley 19 886,2016-11-10T12:15:06.593,PTR N 184 INSUMOS ORTOPEDICOS KINESIOLOGIA CESFAM,MUNICIPALIDAD DE VITACURA,98462,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vHovE42NwMKYGg73juB5vtkfsX04U0GsVq8n+mi7SCQ=,2669-176-L116
2489,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:54:32.827,PTR N 184 INSUMOS ORTOPEDICOS KINESIOLOGIA CESFAM,MUNICIPALIDAD DE VITACURA,98462,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=MXeuY21nz3osvps84Y6IB8ovJplTcez6VoWRrilGgKs=,2669-193-L116
2494,Adjudicada,2016-11-29T10:03:28.253,PTR N 184 INSUMOS ORTOPEDICOS KINESIOLOGIA CESFAM,MUNICIPALIDAD DE VITACURA,98462,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=21VhbvbcVdpSbvtKZIhsdFMsWqWYDxB3reD0hsXKNkw=,2669-199-L116
1714,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:55:27.087,1 SP 17031 ESC MEXICO ADQ IMPLEMENTACION SALA DE MUSICA,I MUNICIPALIDAD DE VALDIVIA,84152,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=CK2IfmVOi3+INKkNoEhh7ciPKg/9ZQwf4LOrU+lvO80=,2280-306-L116
3940,Desierta o art 3 o 9 Ley 19 886,2016-11-22T16:57:30.54,MATERIAL DE FERRETERIA ESC RURAL RINCONADA,Ilustre Municipalidad de Fresia,119651,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=cNmCElldXT3aAxZPbDyxaqvZD7KBLFvRCRNRooXFhIM=,4041-97-L116
1271,Desierta o art 3 o 9 Ley 19 886,2016-11-22T17:11:20.05,SUM DE VERDURAS PRE ELABORADAS II ANO 2017 Y 2018,Hospital Regional Rancagua HRR,7374,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=emZOrMnRZ4TTmm40FDbWB6GfnYzqxBlSi9ZsojMzsqo=,2080-418-LQ16
2335,Desierta o art 3 o 9 Ley 19 886,2016-11-22T17:13:00,CONSTRUCCION SOLUCION EVACUACION AGUAS LLUVIAS,Municipalidad de Providencia,88102,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wKMA153o7t3UYQR1OMLlpcqaQfFLMunsLSM6wOqIfJI=,2490-76-LE16
1671,Desierta o art 3 o 9 Ley 19 886,2016-11-22T17:23:28.357,MATERIALES DE FERRETERIA D C 2000 30 63 SFR,I MUNICIPALIDAD DE LA PINTANA,83825,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wBpK7DAhTJIV+UC4VMJPaKsm57JjWbBgT0nVnpx6A6s=,2273-1125-L116
4822,Desierta o art 3 o 9 Ley 19 886,2016-11-22T17:39:00,ARRIENDO DE DISPENSADORES DE AGUA Y SUMINISTRO,Gobierno Regional de Los Rios,267799,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=7u4nX7oiD48D8IkBRRXlkQgQBNIhwJNEZ+LXJAfDtfI=,5418-13-LE16
697,Desierta o art 3 o 9 Ley 19 886,2016-11-22T17:40:53.31,LABORATORIO DENTAL PARA PROGRAMA PPV,SERVICIO SALUD ACONCAGUA,7431,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=T2embeJSj0dKosje4gpyFT65CqDeHSQR68p3xEZGTZo=,1632-165-LE16
2560,Desierta o art 3 o 9 Ley 19 886,2016-11-22T18:01:12.183,Equipamiento Especialidad Explotacion Minera,Municipalidad de Ovalle,99860,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=j2Rr9mue0MKxtycrno1iGDZF3KHpdslFfrNbyDb+Xmc=,2711-20-LQ16
